Unique.Squirrel.ID,Hectare,Shift,Date,Hectare.Squirrel.Number,Age,Weight,Primary.Fur.Color,Highlight.Fur.Color,Combination.of.Primary.and.Highlight.Color,Color.notes,Location,Above.Ground.Sighter.Measurement,Specific.Location,Running,Chasing,Climbing,Eating,Foraging,Other.Activities,Kuks,Quaas,Moans,Tail.flags,Tail.twitches,Approaches,Indifferent,Runs.from,Other.Interactions
39D-PM-1012-02,39D,PM,10122018,2,Adult,630.5627815,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
36E-PM-1012-01,36E,PM,10122018,1,Adult,743.912295,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
7H-AM-1006-08,07H,AM,10062018,8,Adult,543.4632408,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
35D-AM-1019-02,35D,AM,10192018,2,Adult,584.9896996,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White","Black tail & edge, Cinnamon mid, While tail edge",Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,very quietly searching in long grass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
4D-PM-1008-12,04D,PM,10082018,12,Adult,553.3917085,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,3,,TRUE,FALSE,FALSE,FALSE,FALSE,was chased by # 11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
7F-AM-1008-05,07F,AM,10082018,5,Adult,209.5405607,Gray,,Gray+,,Ground Plane,FALSE,bush,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
11D-PM-1006-03,11D,PM,10062018,3,Adult,665.5082384,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
15G-AM-1008-06,15G,AM,10082018,6,Adult,234.3886343,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
11H-PM-1013-03,11H,PM,10132018,3,Adult,550.5197818,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,planting nut,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
33E-PM-1012-05,33E,PM,10122018,5,Adult,561.7000386,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,playing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3D-PM-1010-09,03D,PM,10102018,9,Adult,377.9922441,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
32D-AM-1013-04,32D,AM,10132018,4,Adult,386.5841424,Cinnamon,,Cinnamon+,Brown legs,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,
14D-AM-1014-15,14D,AM,10142018,15,Adult,440.9007497,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
6I-PM-1013-04,06I,PM,10132018,4,Adult,670.9818015,Black,Gray,Black+Gray,,Ground Plane,FALSE,Grass,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
3A-AM-1012-02,03A,AM,10122018,2,Adult,807.9453225,Gray,"Black, Cinnamon","Gray+Black, Cinnamon",Gray & Cinnamon selected as Primary. Black & Cinnamon selected as Highlights. Made executive adjustments.,Above Ground,1,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
32C-AM-1014-01,32C,AM,10142018,1,Adult,346.6703852,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
4D-AM-1012-01,04D,AM,10122018,1,Adult,701.0297959,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
18I-PM-1007-08,18I,PM,10072018,8,Adult,450.4984447,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,FALSE,TRUE,TRUE,FALSE,FALSE,canoodling w/ #9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
32I-PM-1007-03,32I,PM,10072018,3,Adult,648.6867524,Gray,,Gray+,small adult,Above Ground,20,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
10G-AM-1006-04,10G,AM,10062018,4,Juvenile,517.8856912,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,chasing (#3),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
32D-PM-1006-01,32D,PM,10062018,1,Adult,643.4963872,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
37H-AM-1018-02,37H,AM,10182018,2,Adult,631.7693623,Gray,,Gray+,,Above Ground,,Large tree by (fence of the conservatory) about to climb up,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"busy,ready to climb"
30I-PM-1006-01,30I,PM,10062018,1,Adult,936.9253473,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,sitting there,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
3F-PM-1013-01,03F,PM,10132018,1,Adult,562.9260802,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
41C-PM-1007-01,41C,PM,10072018,1,Adult,372.5558263,Black,,Black+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
37E-AM-1013-01,37E,AM,10132018,1,Adult,757.194007,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
36H-AM-1010-01,36H,AM,10102018,1,Adult,222.4554158,Gray,Black,Gray+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
42D-AM-1014-03,42D,AM,10142018,3,Adult,510.1153214,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
12G-PM-1007-03,12G,PM,10072018,3,,457.0555644,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,bushes,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,friendly
13D-PM-1018-05,13D,PM,10182018,5,Adult,564.6024135,Gray,"Cinnamon, White","Gray+Cinnamon, White",Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,
22C-PM-1006-04,22C,PM,10062018,4,Juvenile,663.2282304,Gray,,Gray+,,Above Ground,10,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1A-PM-1014-06,01A,PM,10142018,6,Juvenile,677.4773767,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
34D-PM-1007-01,34D,PM,10072018,1,Adult,510.8615093,Gray,White,Gray+White,,Above Ground,25,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
15G-PM-1019-01,15G,PM,10192018,1,Adult,854.6234573,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
11I-PM-1012-06,11I,PM,10122018,6,Adult,560.2672113,Gray,,Gray+,,Above Ground,2,,TRUE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11E-PM-1012-01,11E,PM,10122018,1,Adult,782.5335797,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
39D-AM-1008-02,39D,AM,10082018,2,Adult,585.1879783,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
38E-AM-1010-05,38E,AM,10102018,5,Adult,671.7585041,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,interested in my presence
15D-AM-1007-08,15D,AM,10072018,8,Adult,545.3473842,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,chasing #7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
14E-AM-1008-21,14E,AM,10082018,21,Adult,689.527952,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,walking,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"curious,but not expecting food"
13A-AM-1017-03,13A,AM,10172018,3,Adult,748.3091481,Cinnamon,,Cinnamon+,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
41E-AM-1007-05,41E,AM,10072018,5,Adult,554.8191004,Gray,White,Gray+White,,Above Ground,10,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,man/pit bull mix wandered
3C-AM-1007-02,03C,AM,10072018,2,Adult,659.6506443,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2G-PM-1007-03,02G,PM,10072018,3,Adult,376.0486717,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
12G-AM-1012-03,12G,AM,10122018,3,Adult,575.6703843,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
6C-AM-1007-03,06C,AM,10072018,3,Adult,597.6823435,Gray,White,Gray+White,,Above Ground,8,another tree,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
3D-AM-1006-06,03D,AM,10062018,6,,516.141202,Gray,,Gray+,,Above Ground,10,tree,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"did not run from humans,but ran straight to tree & climbed up"
19H-AM-1010-02,19H,AM,10102018,2,,656.5398294,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,near base of small tree,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ran from human with dog
26I-PM-1010-01,26I,PM,10102018,1,Adult,228.9668909,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
6B-AM-1012-02,06B,AM,10122018,2,Adult,641.7778833,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,by bike racks at Tavern on the Green,FALSE,FALSE,FALSE,FALSE,TRUE,"walking,exploring - digging in flower bed",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
1G-PM-1010-02,01G,PM,10102018,2,Adult,403.4849116,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,FALSE,FALSE,FALSE,FALSE,FALSE,laying on tree branch,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
30I-PM-1006-07,30I,PM,10062018,7,Adult,474.4473378,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
8I-AM-1006-09,08I,AM,10062018,9,Adult,574.3689597,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"very curious,looked like it expected food"
5G-PM-1010-05,05G,PM,10102018,5,Adult,458.2140704,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
10C-AM-1018-03,10C,AM,10182018,3,Adult,468.1056898,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
13D-PM-1018-07,13D,PM,10182018,7,Adult,214.4930557,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,TRUE,FALSE,TRUE,FALSE,FALSE,scratching,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
19C-PM-1018-08,19C,PM,10182018,8,Juvenile,667.6211388,Gray,"Cinnamon, White","Gray+Cinnamon, White","Gray, Cinnamon & White selected as Primary. Gray & White selected as Highlights. Made executive adjustments.",Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
6B-PM-1017-01,06B,PM,10172018,1,Adult,582.4164579,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,digging,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
32C-PM-1013-07,32C,PM,10132018,7,Adult,328.0616742,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
28A-PM-1007-04,28A,PM,10072018,4,Adult,671.30536,Gray,White,Gray+White,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,looking at me & #5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,freezes
42C-PM-1013-01,42C,PM,10132018,1,Adult,491.0664097,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
32C-PM-1013-11,32C,PM,10132018,11,Juvenile,546.8947055,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
34E-PM-1006-02,34E,PM,10062018,2,Juvenile,598.8728821,Black,"Gray, White","Black+Gray, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
7E-PM-1013-02,07E,PM,10132018,2,Adult,720.1324115,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Ground & Tree Base,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
33B-AM-1010-05,33B,AM,10102018,5,Adult,374.3147939,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
36B-PM-1013-05,36B,PM,10132018,5,Adult,548.3949923,Gray,,Gray+,,Above Ground,4,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
1B-AM-1012-16,01B,AM,10122018,16,Adult,369.3985263,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
8F-PM-1012-06,08F,PM,10122018,6,Adult,576.3464275,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
32D-AM-1013-01,32D,AM,10132018,1,Adult,430.4288748,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,20,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
32C-PM-1013-13,32C,PM,10132018,13,Adult,516.4024608,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,buried nut,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
18I-AM-1017-01,18I,AM,10172018,1,Adult,597.9679508,Cinnamon,Black,Cinnamon+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
9A-AM-1013-10,09A,AM,10132018,10,Juvenile,408.8907991,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
37H-AM-1018-04,37H,AM,10182018,4,Adult,294.797582,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,was with a lot of robins
32B-PM-1010-01,32B,PM,10102018,1,Juvenile,462.2313454,Gray,,Gray+,,Above Ground,25,in tree,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
8I-AM-1006-03,08I,AM,10062018,3,Adult,545.8115204,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
14D-AM-1014-08,14D,AM,10142018,8,Adult,308.1734668,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
20D-PM-1014-01,20D,PM,10142018,1,Adult,527.3878806,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
33B-PM-1010-07,33B,PM,10102018,7,Adult,638.1666387,,,+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
32B-PM-1010-04,32B,PM,10102018,4,Adult,738.9173688,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
7G-AM-1010-08,07G,AM,10102018,8,Adult,566.3876344,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
7F-AM-1008-14,07F,AM,10082018,14,Adult,360.78417,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2C-AM-1010-04,02C,AM,10102018,4,Adult,522.7713375,Gray,,Gray+,,Above Ground,10,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
15C-PM-1017-05,15C,PM,10172018,5,Adult,668.1315813,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
38G-PM-1020-05,38G,PM,10202018,5,Adult,788.5483464,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
38G-PM-1020-04,38G,PM,10202018,4,Adult,516.7302432,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
6I-PM-1013-03,06I,PM,10132018,3,Adult,599.1776652,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,"Flowers, grass",FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
17E-PM-1018-02,17E,PM,10182018,2,Adult,452.2150169,Gray,,Gray+,,Ground Plane,FALSE,On the rock,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
39F-PM-1006-02,39F,PM,10062018,2,Adult,706.5287665,Gray,,Gray+,,Above Ground,20,tree,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ran up tree when approached
41F-PM-1019-02,41F,PM,10192018,2,,699.8417549,,,+,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
40C-PM-1006-01,40C,PM,10062018,1,Adult,516.0284295,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
28B-PM-1010-02,28B,PM,10102018,2,Adult,562.8211696,Gray,White,Gray+White,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
36F-AM-1017-03,36F,AM,10172018,3,Adult,292.4980163,Gray,Cinnamon,Gray+Cinnamon,Cinnamon on shoulders,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from (me)
7B-AM-1008-13,07B,AM,10082018,13,Adult,319.3282863,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
7C-PM-1020-02,07C,PM,10202018,2,Adult,461.3231192,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
22C-PM-1006-08,22C,PM,10062018,8,Adult,412.7003481,Gray,,Gray+,,Above Ground,10,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1C-PM-1013-08,01C,PM,10132018,8,Adult,579.0374222,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2A-AM-1010-01,02A,AM,10102018,1,Adult,415.9095873,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
38C-AM-1019-10,38C,AM,10192018,10,Adult,780.9368133,Gray,White,Gray+White,,Above Ground,20,,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
32C-AM-1014-05,32C,AM,10142018,5,Adult,704.5484851,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
15G-PM-1019-09,15G,PM,10192018,9,Adult,345.0491721,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3C-PM-1008-01,03C,PM,10082018,1,Adult,353.0414893,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,3,,FALSE,FALSE,FALSE,FALSE,FALSE,walked between trees,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
36A-PM-1013-02,36A,PM,10132018,2,,373.870206,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,6,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
7F-AM-1008-12,07F,AM,10082018,12,Adult,398.8613965,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
