Unique.Squirrel.ID,Hectare,Shift,Date,Hectare.Squirrel.Number,Age,Weight,Primary.Fur.Color,Highlight.Fur.Color,Combination.of.Primary.and.Highlight.Color,Color.notes,Location,Above.Ground.Sighter.Measurement,Specific.Location,Running,Chasing,Climbing,Eating,Foraging,Other.Activities,Kuks,Quaas,Moans,Tail.flags,Tail.twitches,Approaches,Indifferent,Runs.from,Other.Interactions
37F-PM-1014-03,37F,PM,10142018,3,,585.9985696,,,+,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
21B-AM-1019-04,21B,AM,10192018,4,,465.8381293,,,+,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11B-PM-1014-08,11B,PM,10142018,8,,374.0603606,Gray,,Gray+,,Above Ground,10,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
32E-PM-1017-14,32E,PM,10172018,14,Adult,256.7697157,Gray,,Gray+,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,,,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
13E-AM-1017-05,13E,AM,10172018,5,Adult,684.4702464,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,on tree stump,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11H-AM-1010-03,11H,AM,10102018,3,Adult,819.6531282,Cinnamon,White,Cinnamon+White,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
36H-AM-1010-02,36H,AM,10102018,2,Adult,551.270955,Gray,,Gray+,just outside hectare,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
33F-AM-1008-02,33F,AM,10082018,2,Adult,415.0533064,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
21C-PM-1006-01,21C,PM,10062018,1,Adult,518.7042221,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
11D-AM-1010-03,11D,AM,10102018,3,Adult,476.9038623,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,30,,FALSE,FALSE,TRUE,FALSE,FALSE,grooming,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
20B-PM-1013-05,20B,PM,10132018,5,Adult,611.2935974,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
22F-PM-1014-06,22F,PM,10142018,6,Adult,579.235677,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
36I-PM-1007-01,36I,PM,10072018,1,Adult,469.9539454,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
5C-PM-1010-09,05C,PM,10102018,9,Adult,559.1066825,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
7H-AM-1006-05,07H,AM,10062018,5,Adult,591.3163271,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
16C-PM-1018-03,16C,PM,10182018,3,Adult,366.6185918,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,6,,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
14E-AM-1008-23,14E,AM,10082018,23,Adult,551.5498095,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,walking,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
32A-PM-1013-03,32A,PM,10132018,3,Juvenile,551.3898786,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
33F-AM-1008-01,33F,AM,10082018,1,Adult,357.546726,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,moving slowly,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
17F-AM-1007-07,17F,AM,10072018,7,Adult,847.2058423,Gray,White,Gray+White,,Above Ground,24,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
16I-AM-1008-01,16I,AM,10082018,1,Adult,331.5266768,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
12I-AM-1013-01,12I,AM,10132018,1,Adult,414.3432403,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,on tree roots,FALSE,FALSE,FALSE,FALSE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
32F-PM-1008-07,32F,PM,10082018,7,Adult,508.6981061,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
25A-AM-1013-04,25A,AM,10132018,4,,478.6185018,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
15E-AM-1013-01,15E,AM,10132018,1,Adult,548.4098739,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
39G-PM-1013-06,39G,PM,10132018,6,Adult,700.6031742,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
29I-PM-1007-01,29I,PM,10072018,1,,456.1878682,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
7E-AM-1006-02,07E,AM,10062018,2,Adult,660.8086147,Gray,,Gray+,,Ground Plane,FALSE,under a tree,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
17C-PM-1013-05,17C,PM,10132018,5,Adult,442.6682075,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,eating (ate upside down on a tree — #jealous),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
10A-PM-1014-01,10A,PM,10142018,1,Adult,524.045003,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",Gray & White selected as Primary. Black & Cinnamon selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,in b/w trees,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
28A-PM-1007-05,28A,PM,10072018,5,Adult,518.2711177,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,
22F-PM-1014-05,22F,PM,10142018,5,Adult,643.8152713,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
12B-AM-1007-01,12B,AM,10072018,1,Adult,689.2712538,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
18A-PM-1018-01,18A,PM,10182018,1,Adult,422.7670867,Gray,,Gray+,,Above Ground,30,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
33H-AM-1019-02,33H,AM,10192018,2,Juvenile,847.8060402,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,wrestling with mother,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
36H-PM-1008-02,36H,PM,10082018,2,Adult,724.5404829,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
29C-AM-1007-06,29C,AM,10072018,6,Adult,553.3153939,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
38C-PM-1014-09,38C,PM,10142018,9,Adult,413.8123471,Black,,Black+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
31H-PM-1008-02,31H,PM,10082018,2,Juvenile,341.0788943,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,8,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
8H-AM-1017-06,08H,AM,10172018,6,Adult,367.205745,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,6,,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
34F-AM-1007-01,34F,AM,10072018,1,Adult,594.4804612,Gray,White,Gray+White,,Above Ground,25,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
13H-PM-1010-02,13H,PM,10102018,2,Adult,750.8488542,Gray,,Gray+,,Above Ground,5,tree,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
32E-AM-1007-13,32E,AM,10072018,13,Adult,576.1831702,Gray,,Gray+,,Above Ground,50,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
35C-AM-1007-05,35C,AM,10072018,5,Adult,445.930476,Gray,,Gray+,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
35C-PM-1013-03,35C,PM,10132018,3,,656.9925102,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
17E-AM-1017-05,17E,AM,10172018,5,Adult,396.8222133,Black,,Black+,,Above Ground,10,Branch,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2B-PM-1013-01,02B,PM,10132018,1,Adult,581.5281474,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,running (with nut),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
19D-AM-1007-01,19D,AM,10072018,1,Juvenile,475.3076716,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fenced off area can't approach
40B-AM-1019-03,40B,AM,10192018,3,Juvenile,456.2410101,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
3E-PM-1008-07,03E,PM,10082018,7,Adult,688.7912321,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
39C-PM-1006-01,39C,PM,10062018,1,Adult,675.5358708,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
6G-AM-1008-02,06G,AM,10082018,2,Juvenile,327.9897311,Gray,,Gray+,,Ground Plane,FALSE,bush,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
14F-AM-1007-05,14F,AM,10072018,5,Juvenile,637.5733958,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
6I-PM-1013-06,06I,PM,10132018,6,Adult,328.0111708,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,playing with #5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
15F-PM-1010-05,15F,PM,10102018,5,Adult,746.6093083,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
8B-PM-1012-02,08B,PM,10122018,2,Adult,482.7684648,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,hiding in bushes,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
3A-PM-1017-06,03A,PM,10172018,6,Adult,772.2772017,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
36I-AM-1017-02,36I,AM,10172018,2,Adult,525.593349,Gray,Cinnamon,Gray+Cinnamon,Cinnamon stripe on back,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
5E-AM-1008-06,05E,AM,10082018,6,Adult,480.1108088,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
32E-PM-1017-13,32E,PM,10172018,13,Adult,360.2240647,Gray,,Gray+,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,,,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
5F-PM-1007-03,05F,PM,10072018,3,Adult,719.1397919,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,hiding nut,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
11B-PM-1014-05,11B,PM,10142018,5,Adult,496.349991,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
16E-PM-1018-06,16E,PM,10182018,6,Adult,635.6737323,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,On a rock,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
13F-AM-1007-02,13F,AM,10072018,2,Adult,519.8725141,Cinnamon,White,Cinnamon+White,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
20B-PM-1013-10,20B,PM,10132018,10,Adult,654.2326223,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,drank from a pond of rain water,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
3A-PM-1017-05,03A,PM,10172018,5,Adult,350.1058848,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
29H-PM-1006-01,29H,PM,10062018,1,Adult,432.0231408,Gray,,Gray+,,Above Ground,50,,FALSE,FALSE,TRUE,FALSE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
23C-PM-1014-03,23C,PM,10142018,3,Adult,640.5334588,Gray,,Gray+,,Above Ground,8,,FALSE,TRUE,FALSE,FALSE,FALSE,chasing (#4 across trees),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
33C-PM-1007-03,33C,PM,10072018,3,Adult,420.7921741,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
38G-PM-1020-09,38G,PM,10202018,9,Adult,486.8086287,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
16G-PM-1017-01,16G,PM,10172018,1,Adult,775.2324227,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
36I-PM-1007-07,36I,PM,10072018,7,Adult,692.5315102,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
35A-AM-1014-03,35A,AM,10142018,3,Adult,153.9566539,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
28C-PM-1006-01,28C,PM,10062018,1,Adult,658.6630416,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,gathering acorns,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,gnd to tree
32D-AM-1013-06,32D,AM,10132018,6,Adult,388.3398506,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,"eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,
22A-AM-1008-05,22A,AM,10082018,5,Adult,633.9321407,Gray,White,Gray+White,,Above Ground,3,trash can,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,
40B-PM-1014-06,40B,PM,10142018,6,Adult,483.791291,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
19C-PM-1018-01,19C,PM,10182018,1,Adult,508.5023862,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
35A-PM-1013-06,35A,PM,10132018,6,Adult,571.0755857,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
14E-AM-1008-09,14E,AM,10082018,9,Adult,465.66434,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
15G-PM-1019-05,15G,PM,10192018,5,Adult,558.7491953,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10F-AM-1007-02,10F,AM,10072018,2,Adult,555.7706937,Gray,,Gray+,,Above Ground,70,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
42E-PM-1012-06,42E,PM,10122018,6,Adult,701.5264945,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
22B-AM-1013-04,22B,AM,10132018,4,Adult,660.5159247,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,Under bench,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ran from dog-walker
15F-PM-1010-06,15F,PM,10102018,6,Adult,734.7242785,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
5A-AM-1006-05,05A,AM,10062018,5,Adult,526.4123484,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,near 65th St arch,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,
32H-PM-1006-01,32H,PM,10062018,1,,780.2461821,Gray,,Gray+,,Above Ground,,in the European Beech,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
42C-AM-1007-02,42C,AM,10072018,2,,410.3222355,,,+,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
41D-AM-1014-01,41D,AM,10142018,1,Adult,340.1481068,Gray,Black,Gray+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,digging,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
21G-PM-1007-01,21G,PM,10072018,1,Adult,637.7916353,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
14E-AM-1008-02,14E,AM,10082018,2,Adult,676.6185108,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,walking,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
7H-PM-1006-04,07H,PM,10062018,4,Adult,284.6401117,Gray,,Gray+,,Above Ground,12,on tree knob,FALSE,FALSE,FALSE,FALSE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
22F-AM-1007-01,22F,AM,10072018,1,Adult,479.3733487,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
7F-AM-1008-16,07F,AM,10082018,16,Juvenile,544.3031364,Gray,,Gray+,,Above Ground,2,tree,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
10F-PM-1019-05,10F,PM,10192018,5,Adult,585.0629996,Black,,Black+,,Above Ground,10,"Behind fence, tree",FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
10A-AM-1006-04,10A,AM,10062018,4,Juvenile,373.6873214,Gray,,Gray+,,Above Ground,10,tree near large rock on Bridle Path,FALSE,FALSE,FALSE,FALSE,FALSE,walking on branch,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
38F-PM-1013-05,38F,PM,10132018,5,Juvenile,654.0377042,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,"being chased,was pushed by other squirrel",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
41B-PM-1014-01,41B,PM,10142018,1,Adult,581.5701806,Gray,White,Gray+White,,Above Ground,25,Climbing tree,FALSE,FALSE,TRUE,FALSE,FALSE,climbing (tree),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
36A-PM-1013-07,36A,PM,10132018,7,,557.042228,Gray,,Gray+,,Ground Plane,FALSE,"""FIELD""",FALSE,TRUE,FALSE,FALSE,FALSE,chasing #8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
5C-AM-1006-05,05C,AM,10062018,5,Adult,175.8645284,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
32E-PM-1017-03,32E,PM,10172018,3,Adult,614.902591,Gray,,Gray+,,Above Ground,2,bottom of tree,FALSE,FALSE,FALSE,TRUE,FALSE,still,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
31A-PM-1017-04,31A,PM,10172018,4,Adult,451.4941204,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
42G-AM-1018-03,42G,AM,10182018,3,Adult,404.7120962,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,stop to look at me—then ran,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
37D-PM-1014-04,37D,PM,10142018,4,Adult,756.3516552,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,chasing (a chipmunk),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,
